TF	Gene	Rank
bab2	BthD	8020
Hnf4	CG11876	8021
bun	RpL18	8022
tsh	CG11382	8023
Atf6	Wwox	8024
Snoo	CG6023	8025
chn	Pp1-87B	8026
toy	tsh	8027
vfl	Skp2	8028
Atf3	CG2991	8029
vri	x16	8030
CG6175	CG4593	8031
vfl	CG17896	8032
CG6175	CG40045	8033
mid	PH4alphaEFB	8034
Mitf	Ugt86Da	8035
jing	PlexA	8036
CG13624	CG1598	8037
Atf3	CBP	8038
Dif	CG11880	8039
NfI	P5CDh1	8040
sug	CG6733	8041
ct	Hs2st	8042
E(spl)m3-HLH	cp309	8043
Hr78	CASK	8044
CG5953	Slob	8045
NfI	CG43078	8046
vfl	RpL32	8047
vfl	Taspase1	8048
Rabex-5	Ubi-p5E	8049
CG4404	CG7668	8050
Hr78	CG12071	8051
shn	Sep5	8052
bowl	SmB	8053
E(spl)m3-HLH	RpS15Ab	8054
NfI	AnxB11	8055
klu	RabX1	8056
ct	Neurochondrin	8057
mamo	Amun	8058
CG8301	CG8728	8059
bowl	CG31957	8060
klu	Lapsyn	8061
CG13624	AlkB	8062
vfl	CG8963	8063
pnt	CG8974	8064
disco-r	Cyp6d5	8065
Lin29	Asph	8066
CG13624	caz	8067
CG32772	CG15535	8068
ct	Nf-YB	8069
Atf6	CG12608	8070
Atf6	Hs2st	8071
Med	Spt6	8072
Hnf4	Hydr1	8073
CG6175	mdlc	8074
ct	mthl10	8075
drm	CG13912	8076
ush	CG34236	8077
tsh	CS-2	8078
BEAF-32	P32	8079
ush	ana1	8080
CG6272	CG9267	8081
CG7987	CG18619	8082
Ets98B	Obp18a	8083
Atf6	elm	8084
E(spl)m3-HLH	eIF-5A	8085
CG9932	CG12119	8086
so	Ref1	8087
BEAF-32	Ahcy13	8088
Lin29	CG3630	8089
Snoo	CG4797	8090
svp	inaD	8091
svp	Rh3	8092
drm	Cyp309a1	8093
bun	CG5515	8094
Ets98B	CG6843	8095
CG9932	CG10960	8096
vfl	CG6330	8097
so	CG32581	8098
Med	rept	8099
bowl	pan	8100
vri	CG6830	8101
dsx	slif	8102
CG9932	SP1173	8103
CG6175	CG15412	8104
vri	Pebp1	8105
E(spl)mbeta-HLH	Rho1	8106
BEAF-32	eIF4AIII	8107
vfl	Sps2	8108
sug	CG1544	8109
BEAF-32	jvl	8110
vfl	RpS27A	8111
BEAF-32	CG32113	8112
NfI	CG7872	8113
Lin29	blw	8114
CG8301	YL-1	8115
Atf6	CG14786	8116
Med	stwl	8117
Mitf	CG12333	8118
CG13624	CG5641	8119
CG6175	CG6701	8120
NfI	if	8121
CG32264	e(r)	8122
Atf6	CG12929	8123
dm	Rbp2	8124
CG8301	Snap24	8125
BEAF-32	Bre1	8126
Hr39	dl	8127
crol	CG16865	8128
bbx	CG11741	8129
Lin29	Gpo-1	8130
shn	CG5285	8131
CG13624	CG3523	8132
Atf6	Syp	8133
vfl	CG5190	8134
BEAF-32	Set2	8135
NfI	PsGEF	8136
Med	CG14442	8137
NfI	DopEcR	8138
peb	CG14906	8139
CG5953	rev7	8140
CG7987	SelD	8141
ct	CG12057	8142
NfI	Fas1	8143
bab2	CG8187	8144
CG6175	Snap29	8145
Atf3	c12.2	8146
disco-r	CG13284	8147
Lin29	SdhB	8148
BEAF-32	Ssdp	8149
disco-r	zetaTry	8150
CG5953	Jon65Aiv	8151
tna	Tmhs	8152
vfl	CG3655	8153
pnt	sws	8154
CG9932	CG2991	8155
drm	Ppn	8156
bun	R	8157
jim	Fuca	8158
CG6175	Nup50	8159
ush	CG15027	8160
Thd1	cdc14	8161
CG9932	CG11594	8162
Met	CG8300	8163
Hnf4	nes	8164
bun	CG31126	8165
l(3)neo38	ush	8166
Med	Aats-lys	8167
Ptx1	CG1275	8168
E(spl)mbeta-HLH	CG3847	8169
tj	CG34149	8170
CG6175	Myo28B1	8171
E(spl)m3-HLH	CG12081	8172
ct	CREG	8173
CG5953	yip7	8174
Atf6	CG9318	8175
Hr39	etaTry	8176
CG32264	fal	8177
pnt	Hel89B	8178
onecut	Shal	8179
CG6175	CG16717	8180
ct	CG5171	8181
disco-r	CG6180	8182
Med	CG5098	8183
ush	mus210	8184
CG13624	p	8185
drm	CG4259	8186
CG3726	kra	8187
mid	Oatp33Ea	8188
cbt	CG5815	8189
svp	prom	8190
E(spl)m3-HLH	Fur1	8191
dsx	tsl	8192
tna	cdc2	8193
CG5953	Nxt1	8194
dsx	lectin-28C	8195
CG5953	Mp	8196
Hnf4	Pgam5	8197
Ets98B	CG10795	8198
ush	CG30160	8199
Dsp1	Pi3K92E	8200
BEAF-32	RpS12	8201
CG4404	ClC-b	8202
ush	CG9568	8203
vfl	RpS14b	8204
CG13624	l(1)G0193	8205
svp	CG17337	8206
Atf3	CG11436	8207
ct	CG8498	8208
CG32264	Listericin	8209
rgr	Uvrag	8210
BEAF-32	CG5844	8211
BEAF-32	ocm	8212
tna	Ppcs	8213
cbt	Vha14-1	8214
CG13624	Sep4	8215
rgr	ScpX	8216
vri	CG18428	8217
BEAF-32	RpL17	8218
Hnf4	mRpL23	8219
disco-r	CG8239	8220
vri	Mfe2	8221
klu	egr	8222
tna	CG3556	8223
ush	Aats-asp	8224
E(spl)m3-HLH	CG32473	8225
CG10654	CG13900	8226
ct	CG6950	8227
Snoo	CG31550	8228
dsx	pug	8229
bowl	lute	8230
vfl	Cenp-C	8231
Atf3	CG11539	8232
tsh	CG18173	8233
NfI	CG3534	8234
ush	Rab21	8235
jim	mtSSB	8236
bab2	CG17271	8237
Thd1	CG7872	8238
svp	CG5096	8239
Snoo	Taf12	8240
CG8301	Reg-5	8241
vri	dmpd	8242
drm	Acsl	8243
dsx	pdgy	8244
Dif	CG9701	8245
Atf6	Golgin245	8246
NfI	Spn88Eb	8247
Atf6	CG7328	8248
chn	Arc1	8249
Med	CG9821	8250
drm	CG7414	8251
E(spl)m3-HLH	CG33199	8252
cbt	Dredd	8253
pnt	CG3238	8254
Ets98B	Swip-1	8255
Ptx1	cactin	8256
Thd1	FK506-bp2	8257
Atf6	CG11555	8258
vri	Hmgcr	8259
bab2	Sik2	8260
Mrtf	p38b	8261
BEAF-32	CG10082	8262
NfI	CG15406	8263
E(spl)m3-HLH	Det	8264
Med	CG7246	8265
Lin29	CG8773	8266
ct	Tep2	8267
ct	VhaAC39-1	8268
Hr78	rt	8269
Ets98B	Men-b	8270
tsh	CG18585	8271
dsx	Tret1-1	8272
l(3)neo38	l(3)neo38	8273
svp	CG14711	8274
Snoo	moody	8275
bowl	CG34163	8276
tj	AP-2mu	8277
vri	CG5322	8278
Atf6	Not10	8279
mamo	CG5872	8280
ct	pyr	8281
bun	CG2747	8282
drm	CG5390	8283
NfI	CG10103	8284
Snoo	CG32772	8285
jing	Plip	8286
toy	sli	8287
dsx	CG13850	8288
mamo	PGAP3	8289
NfI	CG7324	8290
CG7987	agt	8291
dsx	CG8086	8292
E(spl)mbeta-HLH	mei-218	8293
CG13624	foxo	8294
mid	CG12065	8295
Mitf	Cap-D2	8296
l(3)neo38	stumps	8297
Dif	CG31104	8298
mamo	poly	8299
crol	CG33051	8300
Dif	scyl	8301
Ets98B	sbr	8302
vri	CG1673	8303
bab2	Pdk	8304
CG10654	CG3760	8305
Hnf4	fry	8306
mid	Ance	8307
mid	CG5854	8308
Hnf4	sip3	8309
Med	CG34401	8310
Snoo	R	8311
drm	CG17646	8312
Atf3	CG9293	8313
jim	CG6126	8314
CG10654	Mtch	8315
CG13624	Csp	8316
CG32772	CG4619	8317
Med	CG12267	8318
Lin29	CG4945	8319
Med	dikar	8320
CG4404	GstD9	8321
disco-r	CG9706	8322
Snoo	stmA	8323
crol	CG4287	8324
cyc	Unc-115a	8325
CG7987	CG10435	8326
Hnf4	Smg6	8327
CkIIalpha-i1	RtGEF	8328
bab2	CG10333	8329
Atf3	Hr78	8330
Dif	Gasp	8331
CG13624	CG5590	8332
peb	scramb2	8333
ush	CG4853	8334
vfl	Cyt-b5	8335
Camta	CG10337	8336
CG6175	CG11035	8337
CG13624	CG11563	8338
tj	Fs	8339
bab2	CG5498	8340
toy	CG18858	8341
E(spl)m3-HLH	mei-218	8342
Dsp1	RasGAP1	8343
CG32772	Glut1	8344
ush	lectin-37Da	8345
CG4404	Arp3	8346
E(spl)m3-HLH	CG10375	8347
Lin29	epsilonTry	8348
drm	CG30022	8349
dsx	CG9977	8350
ct	Tsp29Fb	8351
cyc	wol	8352
bab2	CG16857	8353
BEAF-32	sdk	8354
BEAF-32	CG5188	8355
E(spl)m3-HLH	Flo1	8356
mid	LKR	8357
bun	CG1927	8358
dsx	CG8358	8359
Ets98B	msl-3	8360
Hr39	CG11306	8361
BEAF-32	cnk	8362
Med	CG6509	8363
drm	CG6295	8364
vfl	CG14630	8365
Ets98B	CG17574	8366
Dif	CanA1	8367
CG4404	CG10226	8368
BEAF-32	Got2	8369
bab2	CG14688	8370
Atf3	Zn72D	8371
CG7987	GstE10	8372
ct	CG10472	8373
Hr39	CG33514	8374
Atf3	AkhR	8375
NfI	Gs2	8376
CG32772	pck	8377
crol	CG13298	8378
drm	CG5969	8379
Lin29	CG7497	8380
CG6175	arx	8381
disco-r	LM408	8382
crol	Krn	8383
Ets98B	prtp	8384
drm	Vha36-1	8385
Atf3	UbcD4	8386
mamo	Pp2B-14D	8387
Hnf4	CG11099	8388
BEAF-32	CG12877	8389
NfI	RhoBTB	8390
Ets98B	CG8281	8391
bun	CG7834	8392
drm	CG12090	8393
ush	MBD-R2	8394
tna	CG15916	8395
Mitf	CkIIalpha	8396
ct	CG5009	8397
bun	PP2A-B'	8398
drm	CG14526	8399
bun	CG3530	8400
Hnf4	CG11148	8401
Hr39	CG11883	8402
bab2	Pgm	8403
apt	su(w[a])	8404
bab2	CG16926	8405
Dif	CG12848	8406
Snoo	Pvr	8407
CG32772	Rab10	8408
bun	Sar1	8409
E(spl)mbeta-HLH	CG9641	8410
CG4404	CG8814	8411
vfl	Mpcp	8412
CG5953	CG17544	8413
bbx	P5CDh1	8414
Ets98B	Zip71B	8415
Dif	Rheb	8416
CkIIalpha-i1	neb	8417
CG32264	Psi	8418
Atf3	CG11007	8419
Hr39	Stlk	8420
E(spl)mbeta-HLH	CG7888	8421
drm	CG5150	8422
bowl	CG8034	8423
Hr78	CG13016	8424
vri	CG9153	8425
vfl	dhd	8426
E(spl)mbeta-HLH	pAbp	8427
cyc	rig	8428
Atf3	cv-c	8429
Atf6	Bx	8430
CG10654	Ero1L	8431
Dif	CG12945	8432
Atf6	Actn	8433
ct	CG17754	8434
Med	CG2199	8435
CG6175	sqa	8436
BEAF-32	Ptp69D	8437
NfI	CG8449	8438
vfl	Rrp47	8439
shn	CG45186	8440
CG13624	Eb1	8441
Lin29	inaD	8442
CG13624	PGAP5	8443
Thd1	CG17493	8444
sug	CG3270	8445
tsh	l(3)j2D3	8446
NfI	CG2100	8447
CG6175	CG17829	8448
Dsp1	Ptp99A	8449
Snoo	CG7988	8450
E(spl)mbeta-HLH	jigr1	8451
Rabex-5	Sap-r	8452
mirr	LpR2	8453
vfl	CG5382	8454
cbt	CG3714	8455
BEAF-32	CG11448	8456
jing	CG1703	8457
Rabex-5	Srp72	8458
svp	Fbxl4	8459
CG9932	Hex-C	8460
CHES-1-like	AcCoAS	8461
Ptx1	CG3906	8462
CG7987	CG17493	8463
CG6175	crim	8464
peb	CG1902	8465
NfI	Atg2	8466
CG9932	CG6439	8467
crol	cdc2c	8468
chn	RabX6	8469
Hr39	rudhira	8470
CG9932	Spn31A	8471
E(spl)m3-HLH	csw	8472
CG32772	CG11857	8473
mamo	SpdS	8474
klu	Ubpy	8475
Hr39	Rbp1	8476
E(spl)m3-HLH	lqf	8477
Mitf	Bin1	8478
E(spl)mbeta-HLH	MFS10	8479
bowl	Vha16-1	8480
Atf6	mfrn	8481
bowl	CG5339	8482
Atf6	CG32202	8483
BEAF-32	mRpL47	8484
jing	BicD	8485
bab2	CG1578	8486
klu	mRpS10	8487
bun	Pp4-19C	8488
NfI	CG11247	8489
bab2	CG9663	8490
Myb	mRpL36	8491
Thd1	tim	8492
tsh	CG42397	8493
Atf6	CG4497	8494
Ptx1	CG18476	8495
peb	Tango2	8496
Rabex-5	Prosalpha5	8497
klu	CG3290	8498
mamo	CG11601	8499
Lin29	cue	8500
Atf6	CG8145	8501
bbx	CG2698	8502
bun	CG12241	8503
BEAF-32	eIF-2alpha	8504
ct	CG3907	8505
Lin29	Cyt-c-p	8506
CG6175	oys	8507
CG13624	CG5618	8508
drm	Orct	8509
Myb	mbm	8510
bab2	yuri	8511
Myb	Syp	8512
CG5953	Spn42Dc	8513
CG13624	Mlp60A	8514
bun	ric8a	8515
Dif	D19B	8516
drm	CG11771	8517
CG7987	tau	8518
pnt	Mp	8519
Thd1	Tsp26A	8520
Med	CG9799	8521
CG32772	CG10306	8522
NfI	CG31663	8523
Ptx1	CG16787	8524
BEAF-32	Nedd4	8525
bowl	beg	8526
E(spl)mbeta-HLH	Vm32E	8527
svp	PIP82	8528
Atf3	CG32694	8529
bun	CG11436	8530
CG6175	CG1792	8531
Ets98B	CG3735	8532
jing	Nrx-IV	8533
drm	CalpA	8534
vri	csw	8535
tna	CG42268	8536
Dif	CG17646	8537
NfI	CG13309	8538
drm	CG17032	8539
Myb	CoIV	8540
Dif	CG13026	8541
l(3)neo38	ci	8542
svp	Cortactin	8543
NfI	CG30431	8544
Snoo	CG12010	8545
BEAF-32	asrij	8546
svp	CG2082	8547
ct	Atg17	8548
BEAF-32	Usp7	8549
BEAF-32	CG11134	8550
Myb	cype	8551
Hnf4	wupA	8552
tj	Rh50	8553
CG10654	CG14701	8554
bowl	AMPdeam	8555
Med	CG5514	8556
ct	CG17028	8557
dsx	CG4995	8558
CG3726	CG31681	8559
cbt	CG17028	8560
mid	Kdm4B	8561
ct	CG5599	8562
svp	Rh4	8563
mamo	mlt	8564
disco-r	Oatp33Eb	8565
Atf3	CG15817	8566
Atf6	sl	8567
vfl	CG4407	8568
klu	CG7882	8569
tna	l(2)08717	8570
toy	CG5498	8571
CG6175	CG4572	8572
CG5953	tsr	8573
CG3726	CG31676	8574
vfl	FKBP59	8575
peb	kappaTry	8576
jim	CG5543	8577
disco-r	CG5550	8578
BEAF-32	Spase22-23	8579
Atf6	CG11851	8580
dsx	Drsl5	8581
ct	CG3332	8582
mamo	CG15814	8583
Med	CG7338	8584
CG7987	Rbp1	8585
CG10654	mRpL50	8586
Rabex-5	Ufd1-like	8587
CG4404	CG33145	8588
bowl	CG3773	8589
tsh	CG1698	8590
apt	twf	8591
BEAF-32	Prosalpha7	8592
tsh	cert	8593
bun	Rcd2	8594
Atf3	Orc4	8595
pnt	Vps24	8596
mid	Tsf2	8597
onecut	CG3703	8598
E(spl)m3-HLH	mRpL17	8599
Hr39	CG12576	8600
drm	CG3397	8601
disco-r	CG4753	8602
bab2	CG17321	8603
svp	Atg3	8604
mid	CG18292	8605
Ptx1	Mst85C	8606
jim	CG15706	8607
CG6175	Cyp6d4	8608
Thd1	CG8078	8609
disco-r	CG18747	8610
vri	CG5869	8611
mid	CG10943	8612
dsx	Hayan	8613
Atf6	CG4797	8614
CG32772	SrpRbeta	8615
Ptx1	Klp31E	8616
onecut	CG7990	8617
dsx	JTBR	8618
cbt	CG5767	8619
peb	CG11378	8620
mamo	Tpc1	8621
chn	CG12404	8622
dsx	UbcD10	8623
Med	RpL3	8624
jing	CG5445	8625
crol	CG10465	8626
svp	Arpc1	8627
tj	Nep3	8628
mid	CG8066	8629
E(spl)mbeta-HLH	CG32813	8630
Atf6	Myt1	8631
ush	eco	8632
mamo	car	8633
toy	CG3626	8634
drm	lectin-24Db	8635
CG3726	CG9471	8636
mamo	CG5861	8637
bbx	Sply	8638
Ets98B	CG31731	8639
Atf3	CG10747	8640
mid	mirr	8641
Thd1	Cfp1	8642
Atf6	cnc	8643
Med	Hsp60	8644
Atf6	CG42678	8645
CG13624	CG5853	8646
BEAF-32	CG4598	8647
dsx	CG17549	8648
ken	spg	8649
onecut	Syt7	8650
Hr39	Ostgamma	8651
Hr39	CG9775	8652
Met	CG5828	8653
Med	CG30349	8654
bun	CG31495	8655
Lin29	CG11534	8656
E(spl)m3-HLH	Amph	8657
onecut	CG17321	8658
E(spl)m3-HLH	CG32176	8659
Med	Not1	8660
bun	skpA	8661
CG6175	CG7185	8662
ct	RapGAP1	8663
sd	Mbs	8664
BEAF-32	CG5599	8665
Atf6	Sse	8666
Atf6	CG6984	8667
Hnf4	daw	8668
emc	CG7970	8669
NfI	CG10383	8670
Hnf4	rho-4	8671
CG34376	CG1418	8672
jing	CG9330	8673
Myb	CoVIIc	8674
Atf6	MSBP	8675
svp	Teh2	8676
NfI	CG9896	8677
vri	CG30197	8678
Snoo	CG3348	8679
E(spl)m3-HLH	CG15717	8680
CG6175	RpII18	8681
Dsp1	CG2186	8682
dsx	Obp99c	8683
Med	pic	8684
Hnf4	CG6439	8685
CG9932	jp	8686
Atf3	CG31211	8687
apt	Asap	8688
jing	AP-2alpha	8689
bbx	CG30431	8690
crol	CG13392	8691
BEAF-32	RpS17	8692
peb	Tk	8693
bun	mal	8694
bowl	Act42A	8695
vfl	RpS24	8696
Hr39	Nurf-38	8697
Rabex-5	CG5254	8698
jing	rod	8699
Lin29	CG7430	8700
ct	Faa	8701
mamo	Catsup	8702
bun	Rab7	8703
disco-r	Jon99Fii	8704
jim	CG31388	8705
CkIIalpha-i1	CG2614	8706
CG4404	CG10513	8707
ct	CG8628	8708
BEAF-32	tsr	8709
bbx	CG2218	8710
Hnf4	CG30015	8711
tj	Sgf29	8712
BEAF-32	Rpt6	8713
dsx	CG14762	8714
E(spl)m3-HLH	CG3303	8715
CG6175	bcn92	8716
CG7987	Hus1-like	8717
disco-r	CG1789	8718
Thd1	Su(dx)	8719
Hnf4	Sec63	8720
Atf6	CG9662	8721
CG32264	ECSIT	8722
BEAF-32	tan	8723
dsx	CG10031	8724
E(spl)mbeta-HLH	UbcD10	8725
ct	Tsp42Ed	8726
Lin29	c12.1	8727
toy	CG5026	8728
CG9932	CG16717	8729
E(spl)m3-HLH	ptr	8730
bowl	tutl	8731
Med	Upf2	8732
BEAF-32	IntS12	8733
ken	mRpS35	8734
dsx	Rpn6	8735
chn	CG14977	8736
Hnf4	Gbeta13F	8737
CG13624	Buffy	8738
ct	Rcd2	8739
Med	gwl	8740
CG5953	Dref	8741
mamo	CG15525	8742
Hr39	Acn	8743
Med	Taf4	8744
ct	Irc	8745
Thd1	CG15747	8746
BEAF-32	CG5708	8747
sd	thetaTry	8748
bowl	CG4880	8749
NfI	msn	8750
Atf3	CG31229	8751
Atf6	Ns4	8752
CG6175	CG42259	8753
rgr	CG1246	8754
CG32264	tud	8755
shn	SCAR	8756
Rabex-5	Sep1	8757
vri	CG17597	8758
tsh	CG15347	8759
drm	CG30431	8760
Hr39	dally	8761
tj	CG14655	8762
bun	CycG	8763
NfI	pnut	8764
Thd1	Drep-4	8765
E(spl)m3-HLH	CG17556	8766
Med	CG2678	8767
ct	CG3961	8768
CG13624	Trs23	8769
ct	CG32138	8770
mamo	galectin	8771
bab2	CG8665	8772
CG9932	UGP	8773
Ptx1	ade3	8774
ct	CG10157	8775
mamo	msi	8776
bowl	ytr	8777
onecut	CG12071	8778
BEAF-32	CG8891	8779
tsh	CG3706	8780
emc	CG32407	8781
HmgZ	Gli	8782
E(spl)m3-HLH	CG17239	8783
dsx	CG4721	8784
CG6175	CG13607	8785
vri	Hsc70-5	8786
bab2	Vps39	8787
NfI	et	8788
Ptx1	Inos	8789
sd	Myo28B1	8790
mamo	Syx5	8791
CG6175	CG3907	8792
CG5953	FK506-bp2	8793
ct	CG5888	8794
mamo	NTPase	8795
onecut	Sh	8796
Atf6	Opa1	8797
apt	pyd	8798
bbx	CG5991	8799
CG9932	CG5171	8800
Atf6	Sur-8	8801
E(spl)m3-HLH	CG6984	8802
vfl	CG42699	8803
Snoo	CG44774	8804
Hnf4	Abp1	8805
Hr39	HmgZ	8806
bun	foxo	8807
Med	RpL23A	8808
mamo	CG34250	8809
peb	Dot	8810
CG13624	bc10	8811
Hnf4	CoVIII	8812
dsx	Irp-1B	8813
Snoo	U2A	8814
CG13624	CG11103	8815
svp	CG18180	8816
CG13624	TM9SF4	8817
crol	CG11555	8818
bab2	CG6091	8819
CG8301	Sgt	8820
Thd1	RpS6	8821
CG32264	her	8822
jim	CG10948	8823
dsx	CG17698	8824
Med	Nmd3	8825
cyc	hng2	8826
disco-r	CG9743	8827
Med	l(3)L1231	8828
crol	Tango5	8829
Atf3	Dpck	8830
vri	CG7054	8831
BEAF-32	bon	8832
drm	CG5778	8833
tj	CG1674	8834
ct	CG3501	8835
so	CG31550	8836
Dif	CG17560	8837
Med	Trf2	8838
bun	Atac1	8839
bun	Tis11	8840
Hnf4	CG6180	8841
CG6175	key	8842
Dif	v(2)k05816	8843
CG6175	Rheb	8844
Camta	CG10778	8845
vri	pen-2	8846
NfI	CG1399	8847
E(spl)mbeta-HLH	CG15611	8848
CG6175	Bsg	8849
Ets98B	e(r)	8850
Med	pit	8851
dsx	CG33203	8852
ct	CG5850	8853
bowl	tkv	8854
CG5953	CG8129	8855
mamo	CG13026	8856
BEAF-32	CG7048	8857
drm	CG31777	8858
bun	CG42271	8859
ct	CG33127	8860
Atf3	Rel	8861
CG6175	CG43078	8862
Hr39	Drp1	8863
disco-r	Pex16	8864
Hr39	CG31687	8865
drm	CG4398	8866
Dsp1	ttk	8867
jim	CG5969	8868
bun	RpS7	8869
mid	Rab11	8870
CG5953	CG2656	8871
vri	CG9864	8872
klu	CG15406	8873
Ets98B	CG3609	8874
apt	Inr-a	8875
bowl	CG8366	8876
NfI	CG17270	8877
CG4404	CG6125	8878
Snoo	CG14299	8879
Snoo	Tsp74F	8880
Lin29	Vha100-5	8881
Hnf4	ATPsyn-beta	8882
mamo	DNApol-alpha60	8883
CG6175	CG9238	8884
bowl	Taf13	8885
cbt	Cyt-b5	8886
CG32264	CG14103	8887
Thd1	CG42354	8888
rgr	Sec22	8889
mamo	SmB	8890
vri	CG3097	8891
BEAF-32	GstO2	8892
bowl	CG34132	8893
E(spl)mbeta-HLH	CG14711	8894
Lin29	CG14823	8895
E(spl)m3-HLH	CG9338	8896
apt	tweek	8897
svp	pck	8898
BEAF-32	Tim9a	8899
vfl	nct	8900
Hr78	CG8745	8901
chn	CG6254	8902
Ets98B	Aac11	8903
BEAF-32	Nup358	8904
Ets98B	CG4928	8905
E(spl)mbeta-HLH	CSN1b	8906
E(spl)m3-HLH	GstT2	8907
Med	N	8908
Lin29	Npc2d	8909
Hr39	Ziz	8910
ct	Ptp52F	8911
crol	CG5642	8912
Ets98B	Sobp	8913
vfl	dsh	8914
Med	S	8915
peb	CG7298	8916
vfl	CG7730	8917
crol	Sem1	8918
Mitf	CG1319	8919
jing	Cyp309a1	8920
NfI	Tsp	8921
bowl	scb	8922
bowl	Past1	8923
vfl	CAH2	8924
dsx	Fmo-2	8925
dsx	Rpt5	8926
crol	betaTub56D	8927
apt	Synd	8928
NfI	CG16903	8929
CG32264	RhoGAP1A	8930
pnt	CG42238	8931
klu	disco	8932
vfl	CG9286	8933
Dif	CG10337	8934
crol	CG9578	8935
CG10654	shu	8936
ct	CG12104	8937
CG13624	CG3434	8938
tj	janA	8939
Mitf	CG1129	8940
bun	CG12084	8941
Med	RpL4	8942
Med	Ncoa6	8943
mamo	CG5532	8944
Atf3	CG17834	8945
Hr39	CG3734	8946
Ets98B	Ric	8947
BEAF-32	Graf	8948
mid	sqa	8949
BEAF-32	ATPsyn-b	8950
jim	CG7115	8951
BEAF-32	RpL41	8952
pnt	CG8993	8953
dsx	CG5171	8954
Ets98B	Rpn7	8955
Dsp1	glec	8956
bab2	CG17124	8957
CG9932	l(1)G0136	8958
drm	CG3332	8959
ct	Rsf1	8960
CG7987	l(2)gl	8961
Hr78	CG15012	8962
dsx	CG17739	8963
CG13624	Ddc	8964
CG7987	svp	8965
CG32772	HBS1	8966
CG5953	usp	8967
E(spl)m3-HLH	CG4592	8968
bowl	Wee1	8969
svp	lqfR	8970
bowl	CG7943	8971
disco-r	Taf12	8972
dsx	CG4080	8973
CG32772	CG6621	8974
Ets98B	tn	8975
bun	CG32163	8976
vfl	CG6523	8977
bowl	TfIIS	8978
drm	pxb	8979
CG13624	Cap-D3	8980
cyc	Sse	8981
Atf3	CG8778	8982
dsx	Aldh-III	8983
shn	how	8984
BEAF-32	CG6610	8985
cbt	CG6654	8986
dsx	shot	8987
Ets98B	CG13117	8988
dsx	Rpn9	8989
ct	CG31323	8990
ct	mex1	8991
vri	CG17982	8992
dsx	ACC	8993
peb	CG10671	8994
vri	mfrn	8995
bab2	L	8996
tsh	CG8907	8997
Atf6	Kr-h1	8998
drm	CG16890	8999
BEAF-32	Mulk	9000
mamo	parvin	9001
mamo	Vha13	9002
Thd1	CG31999	9003
Atf6	CG18180	9004
mamo	CG8531	9005
CG3726	CG7730	9006
disco-r	CG12259	9007
Dif	Drp1	9008
Hr78	CG42668	9009
ush	l(2)k10201	9010
BEAF-32	RpS14b	9011
NfI	dos	9012
CG9932	Nipsnap	9013
vfl	msb1l	9014
klu	MED6	9015
klu	PGRP-LA	9016
Thd1	ewg	9017
emc	Cyp309a1	9018
Atf6	mRpL1	9019
CG6175	aay	9020
CG13624	P5cr	9021
vri	CG13585	9022
jing	Nup75	9023
Ets98B	Arc2	9024
BEAF-32	qkr58E-2	9025
Myb	RpL10Ab	9026
Ets98B	CG4594	9027
CG32264	ptr	9028
NfI	CG9090	9029
emc	Nha2	9030
bowl	UbcD2	9031
NfI	CG12121	9032
vfl	CG5174	9033
drm	aralar1	9034
E(spl)mbeta-HLH	Naam	9035
Lin29	trpl	9036
disco-r	CG2930	9037
bun	CG8206	9038
ct	bbx	9039
Snoo	CG11523	9040
peb	cerv	9041
Hr39	CG43143	9042
dsx	AkhR	9043
chn	CG13671	9044
dsx	trp	9045
CG6175	Cep97	9046
tna	CG9747	9047
Atf3	CG4662	9048
bun	lqfR	9049
drm	Cyp4ae1	9050
vfl	rdx	9051
disco-r	wus	9052
bun	CG6091	9053
CG34376	Stam	9054
ct	GATAe	9055
Atf6	Rlip	9056
mamo	CG6808	9057
Atf3	CG32808	9058
Lin29	CG14757	9059
bab2	Tango4	9060
BEAF-32	Gip	9061
ct	Kua	9062
bowl	CG14696	9063
CHES-1-like	CG7115	9064
so	CG2608	9065
peb	CG8907	9066
ct	CG7255	9067
Thd1	RpS30	9068
Med	Ef1gamma	9069
bowl	fru	9070
pnt	Fas3	9071
BEAF-32	cype	9072
Dsp1	Aps	9073
Hnf4	CG6412	9074
bowl	ena	9075
dsx	CG10680	9076
mamo	CG5181	9077
drm	CG7702	9078
bab2	CG15385	9079
svp	Baldspot	9080
Med	RpL6	9081
vri	CG17574	9082
drm	CG16836	9083
BEAF-32	RpS5a	9084
jim	CG10132	9085
ct	Kap-alpha3	9086
Med	CG11399	9087
mid	l(2)08717	9088
mamo	CG12042	9089
sug	CG12825	9090
CG32264	CG11722	9091
Ets98B	SPE	9092
NfI	CG16758	9093
drm	CG5399	9094
CG5953	His2Av	9095
Ets98B	insc	9096
cbt	CG7882	9097
bun	Hmgcr	9098
tsh	Takl1	9099
Dif	CG31523	9100
apt	Arc1	9101
CG13624	Eogt	9102
Dsp1	Thd1	9103
Atf3	CG32687	9104
bun	CG18596	9105
ct	Hayan	9106
vfl	Taf5	9107
CG32772	CG15643	9108
Med	CG3815	9109
Thd1	Mkk4	9110
Ets98B	RhoGAP5A	9111
tsh	Asap	9112
shn	Rgl	9113
svp	CG7239	9114
ct	St1	9115
ct	Exn	9116
BEAF-32	PHGPx	9117
sug	CG2187	9118
CG6175	CG9090	9119
Dif	CG13284	9120
