Converted with https://www.biotools.fr/drosophila/fbgn_converter
Mdh2	FBgn0262559
Oatp30B	FBgn0032123
CG7564	FBgn0036734
Acp65Aa	FBgn0020765
CG1129	FBgn0037279
Zip71B	FBgn0036461
Ggamma30A	FBgn0267252
Rhp	FBgn0026374
CG32850	FBgn0052850
CanB	FBgn0010014
Mul1	FBgn0035483
CG31183	FBgn0051183
ovo	FBgn0003028
Bka	FBgn0010520
Fen1	FBgn0025832
CG4975	FBgn0034266
arg	FBgn0023535
CG3476	
HPS1	FBgn0033973
CG17883	FBgn0040005
CG5001	FBgn0031322
dare	FBgn0015582
CG10911	FBgn0034295
tweek	FBgn0261671
CG11382	FBgn0040367
crc	FBgn0000370
CG9248	FBgn0032923
Ms	FBgn0011581
RpL27	FBgn0039359
CG3368	FBgn0039508
CG31717	FBgn0051717
Nacalpha	FBgn0086904
CG15293	FBgn0028526
porin	FBgn0004363
Gad1	FBgn0004516
CG1868	
Dak1	FBgn0028833
RpS13	FBgn0010265
CG18619	FBgn0032202
mRpS16	FBgn0033907
CG8301	FBgn0037717
CG3773	FBgn0038692
Gie	FBgn0037551
CG33107	FBgn0053107
CG9813	FBgn0038143
mRpS24	FBgn0039159
X11L	FBgn0026313
CG9213	FBgn0030655
CG9662	FBgn0031529
Dscam1	FBgn0033159
CG7878	FBgn0037549
CG43129	FBgn0262599
CG15100	FBgn0034401
CG8783	
CG9941	FBgn0030514
GAPcenA	FBgn0035879
Usp7	FBgn0030366
Bre1	FBgn0086694
CG2292	
CG5618	FBgn0036975
retn	FBgn0004795
slik	
CG4390	FBgn0038771
Snx16	FBgn0034265
Mkk4	FBgn0024326
rap	
Tsp42Ei	FBgn0033130
Cpr72Ec	FBgn0036619
CG8993	FBgn0035334
Pex19	FBgn0032407
l(2)k14710	FBgn0021847
Ank2	FBgn0261788
CG12814	FBgn0037796
stil	FBgn0003527
CG4679	FBgn0033816
snRNP-U1-70K	FBgn0016978
sqz	FBgn0010768
dnd	FBgn0038916
CG3680	
CDase	FBgn0039774
CG3184	FBgn0029892
Dcr-1	FBgn0039016
Bsg	FBgn0261822
wuho	FBgn0029857
mRpL47	FBgn0014023
Nplp3	FBgn0042201
CG3065	FBgn0034946
Nup37	FBgn0039301
CG3719	FBgn0024986
Rcd5	FBgn0263832
Trp1	FBgn0011584
CG3634	FBgn0037026
Hexim	FBgn0038251
cno	FBgn0259212
beta4GalNAcTA	FBgn0027538
Cbp80	FBgn0022942
ppa	
CG11964	FBgn0037644
nej	FBgn0261617
CG8468	FBgn0033913
CG10592	FBgn0035619
CG13484	FBgn0036406
CCHa2	FBgn0038147
CG32017	FBgn0052017
CG18473	FBgn0037683
Ipp	FBgn0016672
scramb2	FBgn0035390
Nup43	FBgn0038609
CG13018	FBgn0040751
CG30069	FBgn0050069
CG7781	FBgn0032021
or	FBgn0003008
CG3408	FBgn0036008
Taspase1	
mRpL54	FBgn0034579
Rheb	FBgn0041191
rept	FBgn0040075
CG3097	FBgn0029804
zf30C	FBgn0270924
rin	FBgn0015778
Ppat-Dpck	FBgn0035632
CG14613	FBgn0031188
bbc	FBgn0033844
nrv3	FBgn0032946
RpL7A	FBgn0014026
CG8290	FBgn0026573
mus201	FBgn0002887
CG43143	FBgn0262617
Rcd4	FBgn0032034
CG33120	FBgn0053120
CG9791	
Sod3	FBgn0033631
CalpA	FBgn0012051
CG9231	FBgn0036887
atms	FBgn0010750
CG14314	FBgn0038581
mib1	FBgn0263601
CG10189	FBgn0032793
Grasp65	FBgn0036919
Vti1	
CG31342	FBgn0051342
CG1665	FBgn0033451
CG7059	FBgn0038957
CG7148	FBgn0046301
CG11337	
sif	FBgn0085447
CG12717	FBgn0030420
cact	FBgn0000250
CG9977	
CG32544	FBgn0052544
CG18766	FBgn0042111
CG32264	FBgn0052264
t	FBgn0086367
Dpit47	FBgn0266518
ana	FBgn0011746
Prosbeta5	FBgn0029134
CG15044	FBgn0030928
CG8974	FBgn0030693
Nf1	FBgn0015269
CG6299	FBgn0030641
Kmn1	FBgn0027259
CG34198	FBgn0085227
CG8129	FBgn0037684
scyl	FBgn0041094
prtp	FBgn0030329
ed	FBgn0000547
CG6767	FBgn0036030
Liprin-beta	FBgn0036376
gish	FBgn0250823
mdlc	FBgn0038772
CoRest	FBgn0261573
Sym	FBgn0037371
CG8159	FBgn0037619
CG5039	FBgn0039356
RpL40	FBgn0003941
spas	FBgn0039141
Rlb1	FBgn0014022
CG11590	FBgn0030545
Tpr2	FBgn0032586
CG15739	FBgn0030347
nero	FBgn0261479
LIMK1	FBgn0283712
CoIV	FBgn0085956
Ac76E	FBgn0004852
PRL-1	FBgn0024734
spoon	FBgn0263987
CG13398	FBgn0032042
CG7461	FBgn0034432
CG32473	FBgn0052473
PQBP1	FBgn0039270
CG17221	FBgn0031500
Ndc1	FBgn0039125
Drsl5	FBgn0035434
CG33230	FBgn0053230
fz4	FBgn0027342
mRpL14	FBgn0040389
santa-maria	FBgn0025697
Aats-ser	
CG11505	FBgn0035424
Gbp	
CG31157	FBgn0051157
Lamp1	FBgn0032949
CG6656	FBgn0038912
CG17209	FBgn0030687
CG7433	
mino	FBgn0027579
Amph	FBgn0027356
jar	FBgn0011225
CG15814	FBgn0030873
FucT6	FBgn0030327
Gmap	FBgn0027287
CG5445	FBgn0030838
CG13016	FBgn0033899
Gp93	FBgn0039562
CG4365	
mRpS22	FBgn0039555
Ir76a	FBgn0260874
CG3397	FBgn0037975
CG10947	FBgn0032857
RpLP2	FBgn0003274
CG15406	FBgn0031517
CG4607	FBgn0029932
CLS	FBgn0039360
Clamp	FBgn0032979
cm	FBgn0000330
mtTFB2	FBgn0037778
scu	FBgn0021765
Gip	FBgn0011770
CG5577	FBgn0036759
CG31207	FBgn0051207
CG7910	FBgn0037547
P32	FBgn0034259
CG5989	FBgn0017429
CG11378	FBgn0040364
Vps28	FBgn0021814
CG7231	FBgn0031968
l(3)76BDm	FBgn0260655
CG14814	FBgn0023515
CG4461	FBgn0035982
tko	FBgn0003714
CG1307	FBgn0026566
CG9926	FBgn0038190
Rab3	FBgn0005586
Fas3	FBgn0000636
Keap1	FBgn0038475
CG13933	FBgn0035270
Tbc1d15-17	FBgn0031233
CG15047	FBgn0030938
Arpc4	FBgn0284255
CG4911	FBgn0035959
mus304	FBgn0002901
aur	
Mal-A3	FBgn0002571
yellow-f2	FBgn0038105
sqa	FBgn0259678
CG1749	
CG9468	
CG16884	FBgn0028544
Dh31-R	FBgn0052843
CG15822	FBgn0035308
CG6659	FBgn0030946
CG11103	FBgn0030522
CG6927	FBgn0029733
Cp38	FBgn0000360
Cad87A	FBgn0037963
CG9246	FBgn0032925
Nrx-1	FBgn0038975
ksr	FBgn0015402
CG11696	FBgn0030314
Cyp6a20	FBgn0033980
Set2	FBgn0030486
Esyt2	FBgn0266758
RASSF8	FBgn0261986
mod(mdg4)	FBgn0002781
CG6178	FBgn0039156
CG7879	FBgn0035235
eIF3-S9	
RpLP0	FBgn0000100
CG9132	FBgn0030791
l(2)k09022	FBgn0086451
Bacc	FBgn0031453
Oga	FBgn0038870
CG34394	FBgn0085423
Arc1	FBgn0033926
CG11836	FBgn0039272
CG4781	FBgn0035043
mRpL43	FBgn0034893
CG31324	FBgn0051324
Thd1	FBgn0026869
CG7208	FBgn0038575
CG3792	FBgn0031662
CG30496	FBgn0050496
CG11999	FBgn0037312
Cf2	FBgn0000286
Pis	FBgn0030670
IM3	FBgn0040736
alpha-Man-I	
CG7497	FBgn0036742
CG3608	
Csl4	FBgn0032346
Lerp	FBgn0051072
betaTub56D	FBgn0284243
CG2064	FBgn0033205
CG12057	FBgn0030098
sesB	FBgn0003360
CG31221	FBgn0051221
thetaTry	FBgn0011555
HDAC6	FBgn0026428
CG7852	
CG34376	FBgn0085405
ksh	FBgn0040890
Men-b	FBgn0029155
Mpcp	FBgn0026409
Klp98A	FBgn0004387
CG42699	FBgn0261610
CG2617	FBgn0032877
CG31368	FBgn0051368
CG3344	FBgn0035154
sti	FBgn0002466
CG7049	FBgn0035102
mTerf3	FBgn0037008
zormin	FBgn0052311
CG8008	FBgn0033387
CG5815	FBgn0027574
CG4611	FBgn0035591
CG7737	FBgn0033584
Jarid2	FBgn0036004
CG12263	FBgn0034346
Galphaf	FBgn0010223
Cchl	FBgn0038925
mRpL39	FBgn0036462
RpL7	FBgn0005593
Pur-alpha	FBgn0022361
Socs36E	FBgn0041184
CG4951	FBgn0039563
CG3744	FBgn0039240
msta	
CG13392	FBgn0032033
EloC	FBgn0266711
CG8963	FBgn0034181
CG4022	FBgn0035986
Act5C	FBgn0000042
Tal	FBgn0068023
Fas2	FBgn0000635
CG7603	
Hrs	FBgn0031450
CG12942	FBgn0033569
CG14688	FBgn0037819
CG7337	
sut1	FBgn0028563
Cyp1	FBgn0004432
CG9510	FBgn0032076
CG6650	FBgn0036402
TpnC41C	FBgn0013348
Dif	FBgn0011274
CG6830	FBgn0037934
Scgdelta	FBgn0025391
CG3548	FBgn0035033
l(1)G0144	
fabp	FBgn0037913
Aats-gln	
Nedd8	FBgn0032725
CG13367	FBgn0025634
CG12071	FBgn0039808
noi	FBgn0014366
gig	FBgn0005198
Act42A	FBgn0000043
Atg2	FBgn0044452
CG7409	FBgn0035817
CG34183	FBgn0085212
kcc	FBgn0261794
CG2046	FBgn0037378
Dnz1	FBgn0027453
smt3	FBgn0264922
CG17777	FBgn0040900
CG14834	FBgn0035768
M6	FBgn0037092
A2bp1	
CG10650	FBgn0046302
CG42324	FBgn0259224
Nrg	FBgn0264975
CG11030	FBgn0031736
CG9667	FBgn0037550
Snap29	FBgn0034913
Wnt5	FBgn0010194
esc	FBgn0000588
CG10702	FBgn0032752
Cpr62Bc	FBgn0035281
CG10184	FBgn0039094
Karybeta3	FBgn0087013
Npc2h	FBgn0039801
CG2254	FBgn0029994
Vha36-1	FBgn0022097
CG5877	FBgn0030625
Cyp6v1	FBgn0031126
Gp150	FBgn0013272
CG4866	FBgn0034232
CG5612	FBgn0039529
Lrch	FBgn0032633
Ptpmeg	FBgn0261985
pkaap	FBgn0040079
cerv	FBgn0030657
Orc4	FBgn0023181
FRG1	FBgn0036964
CG1518	
CG4293	FBgn0024983
CG3699	FBgn0040349
CG1792	FBgn0039860
Mfe2	FBgn0030731
pan	FBgn0085432
Vha55	FBgn0005671
CG4752	FBgn0034733
CG8420	FBgn0037664
CG6550	FBgn0034214
Dbp21E2	FBgn0086130
Mal-B2	FBgn0032382
CG1814	FBgn0033426
Synj	FBgn0034691
Cdk9	FBgn0019949
CG10186	FBgn0032797
CG14053	FBgn0029603
CG4743	FBgn0039357
qtc	FBgn0028572
kibra	FBgn0262127
CG15247	FBgn0030156
CkIalpha	FBgn0015024
CG2889	FBgn0030206
RpL28	FBgn0035422
zpg	FBgn0024177
CG4972	FBgn0032217
CG6013	FBgn0038675
CG30031	FBgn0050031
Rassf	FBgn0039055
CG7946	FBgn0039743
CG3732	FBgn0034750
CG8786	FBgn0036897
CG11454	FBgn0031224
Hsepi	FBgn0033087
hyx	FBgn0037657
Mhcl	FBgn0026059
CG40486	FBgn0263830
CG9293	
MBD-R2	FBgn0038016
CG9925	FBgn0038191
tsh	FBgn0003866
CG4872	FBgn0030799
mRpS11	FBgn0038474
CG15914	FBgn0030700
CG14478	FBgn0028953
CG30273	FBgn0050273
CG10747	FBgn0032845
mod	FBgn0002780
Brd8	FBgn0039654
Trs33	FBgn0266722
CG9034	FBgn0040931
CG6966	FBgn0038286
Spn27A	FBgn0028990
CG1240	FBgn0068462
sqd	FBgn0263396
Tret1-1	FBgn0050035
CG8679	FBgn0032934
Lapsyn	FBgn0034602
lace	FBgn0002524
CG8038	FBgn0035831
CG2199	FBgn0035213
CG5953	FBgn0032587
obst-A	FBgn0031097
botv	FBgn0027535
dre4	FBgn0002183
CG14245	FBgn0039452
Nmt	FBgn0020392
CREG	FBgn0025456
wap	FBgn0266848
Kdm4A	FBgn0033233
Bgb	FBgn0013753
CG8281	FBgn0035824
CG34149	FBgn0083985
CG3655	FBgn0040397
Cand1	FBgn0027568
Pgi	FBgn0003074
rg	FBgn0266098
Hydr2	FBgn0014906
Arc2	FBgn0033928
CG5174	FBgn0034345
CG7339	FBgn0036188
Xe7	FBgn0010772
Rpb5	FBgn0033571
mei-218	FBgn0002709
squ	FBgn0267347
CG9067	FBgn0033605
Nrt	FBgn0004108
RpIII128	FBgn0004463
CG32442	FBgn0052442
l(2)k10201	FBgn0016970
CG5002	FBgn0034275
stwl	FBgn0003459
scaf	FBgn0033033
CoVb	FBgn0085859
EfSec	
Unc-13-4B	
CG11417	FBgn0024364
CG13220	FBgn0033608
wds	FBgn0040066
CG17065	FBgn0031099
NHP2	FBgn0029148
Nup107	FBgn0027868
CG11138	FBgn0030400
CG8939	FBgn0030720
CG11474	FBgn0034688
CG30269	FBgn0050269
ifc	FBgn0001941
CG42239	FBgn0250868
Der-2	FBgn0038438
msb1l	FBgn0027949
CG42388	FBgn0259734
ade3	FBgn0000053
NDUFA8	
CG9123	FBgn0030629
Nep3	FBgn0031081
cdi	FBgn0004876
CG30424	FBgn0050424
CG8545	FBgn0033741
mask	FBgn0043884
CG7834	FBgn0039697
CG43658	FBgn0263706
Kmn2	FBgn0266598
Taf8	FBgn0022724
CG31549	FBgn0051549
ZnT35C	FBgn0028516
CG18004	FBgn0033566
CG31360	FBgn0051360
CG8405	FBgn0034071
CAP	FBgn0033504
JIL-1	FBgn0020412
CG3500	FBgn0034849
CG11523	FBgn0037156
cg	FBgn0000289
CG4968	FBgn0032214
tacc	FBgn0026620
CG9350	FBgn0034576
CG32100	FBgn0052100
Myd88	FBgn0033402
CG11811	FBgn0036099
CG10754	
Trax	FBgn0038327
Spn28Dc	FBgn0031973
Rcd-1	FBgn0031047
CG7840	FBgn0032014
CG32176	FBgn0052176
CG5455	FBgn0039430
mRpS7	FBgn0032236
CG8765	FBgn0036900
FeCH	FBgn0266268
usp	FBgn0003964
HtrA2	FBgn0038233
Ras85D	FBgn0003205
IM10	
CG16772	FBgn0032835
Larp7	FBgn0260771
eIF-4a	
RpL23	FBgn0010078
NC2beta	FBgn0028926
vvl	FBgn0086680
CG17111	FBgn0039048
inaD	FBgn0001263
RfC3	FBgn0032244
GS	
CG2224	FBgn0039773
CG8111	FBgn0035825
CG8735	FBgn0033309
CG12896	FBgn0033521
Pxt	FBgn0261987
PGRP-SD	FBgn0035806
CG45049	FBgn0266409
l(3)76BDr	
Arpc3B	FBgn0065032
Sgt1	FBgn0265101
CG12012	FBgn0035444
Pcmt	FBgn0086768
CG14442	FBgn0029893
CG12213	FBgn0260742
CG12104	FBgn0035238
CG12118	FBgn0030101
CG4984	FBgn0034267
Hlc	FBgn0001565
unc-13	FBgn0025726
kst	FBgn0004167
dhd	FBgn0011761
CG2614	FBgn0032873
fidipidine	FBgn0025519
sll	FBgn0038524
SRm160	FBgn0036340
CG14687	FBgn0037835
CG12123	FBgn0030039
HmgD	FBgn0004362
Mfap1	FBgn0035294
CG7945	FBgn0036505
TBCB	FBgn0034451
CG2004	FBgn0030060
Pli	FBgn0025574
Sk1	FBgn0030300
CG31030	FBgn0051030
CG32137	FBgn0052137
RpL21	FBgn0032987
Ercc1	FBgn0028434
phol	FBgn0035997
CG5850	FBgn0032172
Plap	FBgn0024314
SAK	FBgn0026371
wge	FBgn0051151
frma	FBgn0029769
CG14441	FBgn0029895
Sptr	FBgn0014032
IntS1	FBgn0034964
RhoGAPp190	FBgn0026375
cora	FBgn0010434
alpha-Man-Ib	FBgn0039634
CG13698	FBgn0036773
Prosalpha1	FBgn0263121
CG7139	FBgn0027532
CG10585	FBgn0037044
CG11842	FBgn0039629
fra	FBgn0011592
fln	FBgn0005633
AMPdeam	FBgn0052626
CG3788	FBgn0034800
CG31233	FBgn0051233
brp	FBgn0259246
MRP	FBgn0032456
bsf	FBgn0284256
RabX1	FBgn0015372
png	FBgn0000826
CG14232	FBgn0031061
CG5126	FBgn0031320
CG1628	FBgn0030218
CG5543	FBgn0034908
grsm	FBgn0040493
CG1746	FBgn0039830
SCOT	FBgn0035298
Gdi	FBgn0004868
sd	FBgn0003345
egr	FBgn0033483
nmdyn-D7	FBgn0028997
CG5346	FBgn0038981
CG13185	FBgn0033661
CG2116	FBgn0030003
CG9775	FBgn0037261
Exn	FBgn0261547
CG7785	FBgn0038564
Ag5r2	FBgn0020508
CG11436	FBgn0029713
b	FBgn0000153
Hsl	FBgn0034491
Cyp28a5	FBgn0028940
RpII140	FBgn0262955
mRpS28	FBgn0034361
CG34242	FBgn0085271
CG15412	FBgn0031528
CG5059	FBgn0037007
CG7609	
velo	FBgn0035713
CG32795	FBgn0040384
CG7600	FBgn0064766
CG17724	FBgn0033802
ptr	
CG31694	FBgn0051694
CG8611	FBgn0027602
CG17078	FBgn0086855
pck	FBgn0013720
RpL30	FBgn0086710
comm2	FBgn0041160
cl	FBgn0000318
CG11367	FBgn0037185
Mrtf	FBgn0052296
CG12042	
nahoda	FBgn0034797
SP1173	FBgn0035710
CG8771	FBgn0033766
CG4788	FBgn0032354
CG13773	FBgn0042092
CG6195	FBgn0038723
nesd	FBgn0032848
Ino80	FBgn0086613
CG30089	FBgn0050089
Hsp83	FBgn0001233
CG42354	FBgn0259700
CG7627	FBgn0032026
Mkp3	FBgn0036844
Cbp53E	FBgn0004580
EF-G2	
CG17807	FBgn0034748
Msr-110	FBgn0015766
A16	FBgn0028965
slmb	FBgn0283468
Mad1	FBgn0026326
Paf-AHalpha	FBgn0025809
Mlf	FBgn0034051
Rrp45	FBgn0030789
Msh6	FBgn0036486
ci	FBgn0004859
CG43394	FBgn0263256
Blm	FBgn0002906
CG15312	FBgn0030174
CG4716	FBgn0033820
Dic1	FBgn0027610
CG3394	FBgn0034999
CG3061	FBgn0038195
SA	FBgn0020616
Spase22-23	FBgn0039172
bru	
alpha-Est1	FBgn0015568
CG32113	FBgn0052113
Blos2	FBgn0036118
Pgk	FBgn0250906
CG4267	FBgn0264979
CG9588	FBgn0038166
CG5080	FBgn0031313
Asx	FBgn0261823
Nle	FBgn0021874
CG8067	FBgn0033891
CG6443	FBgn0032290
CG12895	FBgn0033523
Vap-33A	
CG5604	
CG7142	FBgn0038595
CG16926	FBgn0040732
Hexo2	FBgn0041629
Roc2	FBgn0044020
CG6218	FBgn0038321
CG8785	FBgn0033760
CG6115	FBgn0040985
CG8079	FBgn0034002
Rpi	FBgn0050410
ZAP3	FBgn0052685
SIDL	FBgn0038303
CG32365	FBgn0052365
Prx2540-2	FBgn0033518
TMS1	FBgn0028399
spg	FBgn0264324
chic	FBgn0000308
Cyp4ae1	FBgn0015036
CG6439	FBgn0038922
CG9394	FBgn0034588
CG5484	FBgn0039450
crl	FBgn0067991
Eip74EF	FBgn0000567
PrBP	FBgn0032059
Rcd1	FBgn0033897
Tab2	FBgn0086358
sina	FBgn0003410
CG14764	FBgn0033236
stumps	FBgn0020299
godzilla	FBgn0037442
CG14215	FBgn0031052
BtbVII	FBgn0263108
CG5872	FBgn0036991
CG2543	FBgn0030407
CG12269	
CG4936	FBgn0038768
CG9147	FBgn0031774
Oatp58Dc	FBgn0034716
CG17776	FBgn0040899
CG9641	FBgn0031483
CG2943	FBgn0037530
CG1427	FBgn0037347
c(3)G	FBgn0000246
CG14482	FBgn0068423
Actbeta	FBgn0024913
smo	FBgn0003444
CG13830	
Irp-1B	FBgn0024957
scb	FBgn0003328
CG32278	FBgn0052278
UbcD10	FBgn0068006
pim	FBgn0003087
CG32767	FBgn0052767
RpI135	FBgn0003278
CG6484	FBgn0034247
ABCB7	FBgn0035244
fuss	FBgn0039932
CG3862	FBgn0031286
GlcAT-P	FBgn0036144
CG42322	FBgn0259222
Alg10	FBgn0052076
drm	FBgn0024244
oaf	FBgn0011818
CG12643	FBgn0040942
Abl	FBgn0000017
CG31111	FBgn0051111
Sap-r	FBgn0000416
RpL41	FBgn0066084
cpx	FBgn0041605
CG9886	FBgn0031428
DAAM	FBgn0025641
CG18178	FBgn0036035
Flo2	FBgn0264078
CG7456	FBgn0032258
St1	FBgn0034887
CG3817	FBgn0038275
snama	FBgn0086129
CG1271	FBgn0035392
fng	FBgn0011591
Dl	FBgn0000463
CG42327	FBgn0259227
Edc3	FBgn0036735
Tgi	FBgn0036373
CG14722	FBgn0037943
CG15011	FBgn0035518
Pde1c	FBgn0264815
Ggamma1	FBgn0004921
CG8490	FBgn0033715
CG10431	FBgn0032730
CG6686	FBgn0032388
CG33108	FBgn0053108
CoVIII	FBgn0085958
ird1	
fs(1)M3	FBgn0005390
l(2)37Cg	FBgn0086447
CG30499	FBgn0050499
CG8336	FBgn0036020
CG11321	
tmod	FBgn0082582
Naam	FBgn0051216
Hsp26	FBgn0001225
Rab21	FBgn0039966
Irk2	FBgn0039081
key	FBgn0041205
MED7	FBgn0051390
Rnp4F	FBgn0014024
Vha100-2	FBgn0028670
CG3995	FBgn0038472
tex	FBgn0037569
CG13482	FBgn0036419
XRCC1	FBgn0026751
Bet3	FBgn0260859
CG33054	FBgn0053054
Adf1	FBgn0284249
MFS10	FBgn0030452
CG33977	FBgn0053977
cana	FBgn0040233
CG4169	FBgn0250814
CG7358	FBgn0030974
Alas	FBgn0020764
CG4747	FBgn0043456
CG42268	FBgn0259163
crok	FBgn0032421
mRpS34	FBgn0260460
Gs1	FBgn0001142
trpl	FBgn0005614
HdacX	
CG4849	FBgn0039566
CG3160	
cbs	FBgn0086757
Efr	FBgn0029849
CG16868	FBgn0034498
debcl	
Thiolase	FBgn0025352
Rh3	FBgn0003249
BoYb	FBgn0037205
Ccm3	FBgn0038331
CG2118	FBgn0039877
ranshi	FBgn0037620
Incenp	FBgn0260991
Reg-2	FBgn0016715
CG7745	FBgn0033616
path	FBgn0036007
CG10777	
Rbsn-5	FBgn0261064
Jafrac2	FBgn0040308
Ndc80	FBgn0030500
Krn	FBgn0052179
CG13012	FBgn0030769
M1BP	FBgn0037621
MRG15	FBgn0027378
Ho	FBgn0037933
CG9837	FBgn0037635
Ace	FBgn0000024
EndoGI	FBgn0028515
rhea	FBgn0260442
CG4462	FBgn0038752
CG3868	FBgn0036422
krz	FBgn0040206
WRNexo	FBgn0038608
PKD	FBgn0038603
CG31388	FBgn0051388
CG10289	FBgn0035688
Sodh-2	FBgn0022359
LanB2	FBgn0267348
foxo	FBgn0038197
CG11279	FBgn0036342
CG10467	FBgn0035679
CG8892	FBgn0031664
CG42732	FBgn0261698
su(s)	FBgn0043704
CG1513	FBgn0033463
Sclp	FBgn0030357
CG3887	FBgn0031670
CG5642	
CG10616	FBgn0036286
CG8636	
CG10195	FBgn0032787
CG31522	FBgn0051522
Hem	FBgn0011771
Max	FBgn0017578
CG14812	FBgn0026090
CG5548	FBgn0078961
Hsc70-5	FBgn0001220
Actn	FBgn0000667
CG31472	FBgn0051472
CG6125	FBgn0038337
CG12125	FBgn0085907
CG8343	FBgn0040502
Dh31	FBgn0032048
Doa	FBgn0265998
CG10254	FBgn0027512
Use1	FBgn0035965
CG4592	FBgn0032162
CG8036	FBgn0037607
eRF1	FBgn0036974
CG7990	FBgn0030997
Xpd	FBgn0261850
CG10326	FBgn0038453
CG11110	FBgn0034535
CG11563	FBgn0039868
CG16940	
CG10681	FBgn0036291
CG3781	FBgn0029853
Ext2	FBgn0029175
Rpt3	FBgn0028686
Thor	FBgn0261560
CG14630	FBgn0014903
CdsA	FBgn0010350
Eip93F	FBgn0264490
CG12360	FBgn0283438
CG2316	FBgn0039890
CAH1	FBgn0027844
pgant2	FBgn0031530
CG8311	FBgn0034141
CG31344	FBgn0051344
pUf68	
Rootletin	
NFAT	FBgn0030505
Nopp140	FBgn0037137
NtR	FBgn0029147
modSP	FBgn0051217
Rep	FBgn0026378
CG7328	FBgn0036942
qless	FBgn0051005
CG13887	FBgn0035165
CG31676	FBgn0051676
CG9776	FBgn0027866
CG32082	FBgn0052082
Prx6005	FBgn0031479
Rcp	FBgn0030801
CycY	FBgn0032378
CG15628	FBgn0031632
CG12499	FBgn0038968
Acph-1	FBgn0000032
CG34228	FBgn0085257
CG13365	FBgn0029529
CG9663	FBgn0031516
nct	FBgn0039234
sdk	FBgn0021764
CG14647	FBgn0037244
wupA	FBgn0283471
CG13901	FBgn0035164
slo	FBgn0003429
dUTPase	FBgn0250837
CG2082	FBgn0027608
PGRP-LD	FBgn0260458
CG4653	FBgn0030776
mrn	FBgn0261109
TpnC47D	FBgn0010423
kis	FBgn0266557
twit	FBgn0032895
CG8317	
CG2469	
mgr	FBgn0264694
qkr54B	FBgn0022987
CG7357	
CG12926	FBgn0033437
CG4004	FBgn0030418
Drep-4	
Arp2	FBgn0011742
Ela	
CG9238	FBgn0036428
CG9154	FBgn0031777
Hsp60	
CG12320	FBgn0038590
CG12171	FBgn0037354
CG3077	FBgn0031457
CG4287	FBgn0038388
AP-2alpha	FBgn0264855
CG5447	FBgn0039427
Skp2	FBgn0037236
ox	FBgn0011227
CG42232	FBgn0250754
mRpL16	FBgn0023519
olf186-F	FBgn0041585
CG11407	FBgn0038733
tsu	FBgn0033378
Tina-1	FBgn0035083
l(1)G0007	FBgn0026713
cv	FBgn0000394
CG3163	FBgn0034961
Aats-glupro	
timeout	FBgn0038118
Trf2	FBgn0261793
Grip163	FBgn0026432
CG2107	
CG13893	FBgn0035146
klar	FBgn0001316
puf	FBgn0039214
CG1319	FBgn0035529
Atg18b	FBgn0032935
sima	FBgn0266411
CG12034	FBgn0035421
CG4210	FBgn0038302
rti	
Pex12	FBgn0031282
fkh	FBgn0000659
Cdk5alpha	FBgn0027491
lsn	FBgn0260940
CG11593	FBgn0035488
hth	FBgn0001235
rictor	FBgn0031006
CG5194	FBgn0035955
bwa	FBgn0045064
snRNP-U1-C	FBgn0261792
CG5589	FBgn0036754
mfas	FBgn0260745
bic	FBgn0000181
GPHR	FBgn0033995
EDTP	FBgn0027506
shg	FBgn0003391
CG13369	FBgn0025640
MtnA	FBgn0002868
Tm1	FBgn0003721
Smg5	FBgn0019890
Pex23	FBgn0052226
CG4617	FBgn0029936
smid	FBgn0016983
CG5385	FBgn0267365
CG8366	FBgn0034054
Sec3	FBgn0266669
CG42389	FBgn0259735
stmA	FBgn0086784
l(2)k09913	FBgn0021979
Torsin	FBgn0025615
MBD-like	FBgn0027950
ps	FBgn0261552
CG16908	FBgn0037741
CG10889	FBgn0038769
Leash	FBgn0037856
CG42748	FBgn0261802
GstO3	FBgn0035904
Src64B	FBgn0262733
RpS6	FBgn0261592
CG11329	FBgn0031848
vri	FBgn0016076
l(2)efl	FBgn0011296
rnh1	FBgn0023171
kraken	FBgn0020545
CG6287	FBgn0032350
PIP82	FBgn0024943
barr	FBgn0014127
cal1	FBgn0038478
kune	FBgn0033032
CG32699	FBgn0052699
CG11555	FBgn0086856
CG15529	FBgn0039748
Gbeta5	FBgn0030011
CG33514	FBgn0053514
CG15118	FBgn0034418
kdn	FBgn0261955
Csat	FBgn0024994
CG5789	FBgn0039207
CG14230	FBgn0031062
CG6428	FBgn0029689
Ski6	FBgn0032487
chrb	FBgn0036165
amx	FBgn0000077
CG3756	FBgn0031657
Kat60	FBgn0040208
Dot	FBgn0015663
CG9297	FBgn0038181
AcCoAS	FBgn0012034
Ady43A	FBgn0026602
CG5110	FBgn0032642
Xrp1	FBgn0261113
Adam	FBgn0064657
CG6733	FBgn0039052
CG34324	FBgn0085353
E2f2	FBgn0024371
CG31038	FBgn0051038
Rip11	FBgn0027335
mof	FBgn0014340
mtd	FBgn0013576
Bet1	FBgn0260857
MESK2	FBgn0043070
Nup44A	FBgn0033247
CaMKII	FBgn0264607
CG11577	FBgn0036847
Adar	FBgn0026086
Slip1	FBgn0024728
Ptx1	FBgn0020912
CG1091	FBgn0037470
gem	FBgn0050011
tra	FBgn0003741
